season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pts_per_g,mp,orb_pct,per,stl_pct,tov_pct,trb_pct,ts_pct
1992,Tate George,SG,23,NJN,4,0,11,1.8,5.8,0,0,1.8,5.8,0,0,0,2,0.8,0.3,1,3.8,44,0,2.2,3.4,14.1,0,0.308
1992,Robert Pack,PG,22,POR,14,0,3.7,0.3,1.3,0,0,0.3,1.3,0.1,0.3,0.4,0.5,0.4,0.1,0.2,0.8,52,4.7,4.8,4.9,13.2,7,0.278
1991,Mark Jackson,PG,25,NYK,3,0,12,0.3,1,0,0,0.3,1,0,0,0,2.7,0.3,0.3,1.7,0.7,36,0,2.1,1.5,62.5,0,0.333
1991,Kenny Walker,SF,26,NYK,3,0,10.3,1.3,2.7,0,0,1.3,2.7,0.7,1.7,2.3,0.7,0.3,0.3,1,3.3,31,8.1,8.4,1.7,25.3,14.2,0.563
1990,T.R. Dunn,SF,34,DEN,3,0,10.3,0,0,0,0,0,0,0.3,2,2.3,0.7,1.3,0.3,0.3,0,31,3,9.3,5.7,100,11,
1989,Derrick Chievous,SF,21,HOU,4,0,10,1.3,4.3,0,0,1.3,4.3,1.3,0.3,1.5,0.5,0.3,0.3,0.8,4.5,40,14.4,8.3,1.2,12.3,8.6,0.421
1989,Otis Smith,SG,25,GSW,4,0,12.3,2.3,6,0,0,2.3,6,1.5,1.8,3.3,1.5,0.5,0.3,0.5,4.8,49,12.3,13.2,1.9,7.4,13.1,0.382
1989,Orlando Woolridge,SF,29,LAL,15,0,18.4,2.6,5,0,0,2.6,5,1.3,3.3,4.7,1.1,0.1,1,1.5,8.1,276,9,15.2,0.4,17.7,14.6,0.596
1989,Kenny Walker,SF,24,NYK,9,0,10,0.3,1.4,0,0,0.3,1.4,0.6,1.2,1.8,0.2,0.1,0.3,0.4,2.2,90,6.2,4.2,0.6,15.8,10.4,0.468
1987,Roy Hinson,SF,25,PHI,5,0,31.8,6.2,10.4,0,0,6.2,10.4,1.2,3.4,4.6,0.6,0.8,2,0.4,17.2,159,4.6,18.6,1.2,2.8,8.2,0.626
1987,Jerome Kersey,SF,24,POR,4,0,15,2.5,6.3,0,0,2.5,6.3,1.5,3.3,4.8,0.8,1.3,0.3,1.5,6,60,11.2,11.1,4,18.3,17.9,0.448
1987,T.R. Dunn,SG,31,DEN,3,0,7.3,0.3,1.3,0,0,0.3,1.3,0.3,0.7,1,0.7,0.3,0.3,0.3,0.7,22,4,3.4,2,20,6.7,0.25
1987,Dennis Rodman,SF,25,DET,15,0,16.3,2.7,4.9,0,0,2.7,4.9,2.1,2.6,4.7,0.2,0.4,1.1,1.1,6.5,245,14.7,14,1.2,16.2,16.2,0.556
1986,Steve Harris,SG,22,HOU,15,0,5.5,0.9,1.9,0,0,0.9,1.9,0.3,0.3,0.7,0.1,0.3,0.2,0.1,2,83,6.5,11.8,2.3,6,6.5,0.481
1985,Jerome Kersey,SF,22,POR,8,0,7.5,2,3.9,0,0,2,3.9,0.6,0.5,1.1,0.8,0.9,0.3,0.3,4.8,60,8.6,22.5,5.4,5.5,8.1,0.55
1985,Clint Richardson,SG,28,PHI,13,0,21.6,4.1,7.2,0,0,4.1,7.2,1.1,1.8,2.9,2.1,0.8,0.2,1.3,8.8,281,5.6,14.2,1.7,14.7,7.6,0.584
1985,Cedric Maxwell,SF,29,BOS,20,0,11.9,1.1,2.2,0,0,1.1,2.2,0.9,1.5,2.4,0.4,0.5,0.1,0.5,3.8,238,8,11.4,1.8,13.9,11,0.614
2022,Dalano Banton,PG,22,TOR,4,0,2,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.3,0.3,0,0.3,1.8,8,28.1,46.9,6.6,17.7,15.4,0.754
2022,Thanasis Antetokounmpo,SF,29,MIL,8,0,2.5,0.3,0.4,0,0,0.3,0.4,0.1,0.4,0.5,0.1,0.1,0,0,0.6,20,5.3,11.2,2.4,0,10.2,0.579
2022,Cam Thomas,SG,20,BRK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2022,Day'Ron Sharpe,PF,20,BRK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2022,Tristan Thompson,PF,30,CHI,5,0,7.6,0.4,1,0,0,0.4,1,0.4,1.2,1.6,0.4,0.2,0,1,0.8,38,4.9,-0.6,1.3,50,10.5,0.4
2022,Greg Monroe,C,31,MIN,2,0,3.5,1,2.5,0,0,1,2.5,0.5,0.5,1,0.5,1,0,0.5,2,7,16.8,21.5,13.4,16.7,15.9,0.4
2021,Montrezl Harrell,C,27,LAL,4,0,9.8,2,3.5,0,0,2,3.5,1.3,1.3,2.5,0,0.5,0,0.5,5.8,39,13.9,22.5,2.6,10,14.5,0.64
2021,Dwight Powell,C,29,DAL,7,0,7.4,1,1.1,0,0,1,1.1,0.7,1.1,1.9,0.9,0.3,0,0.1,2.7,52,10.6,22.7,2,8.6,14.5,0.893
2021,Alize Johnson,PF,24,BRK,5,0,4.6,0.8,1.4,0,0,0.8,1.4,0.6,2,2.6,0,0.6,0,0.6,1.6,23,15.1,18.2,6.5,30,31.2,0.571
2020,Alize Johnson,PF,23,IND,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020,Khem Birch,C,27,ORL,5,0,17.8,1.4,2.8,0,0,1.4,2.8,1.8,3.2,5,1.4,0.2,0,1,4.8,89,9.9,11.6,0.5,21,14.4,0.637
2020,Antonius Cleveland,SG,25,DAL,2,0,4.5,1,2.5,0,0,1,2.5,0.5,0,0.5,0,0.5,0,0,2,9,12,13,5.2,0,6.1,0.4
2020,Tyson Chandler,C,37,HOU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0
2020,JaKarr Sampson,PF,26,IND,4,0,12.5,2.5,4,0,0,2.5,4,0.3,3,3.3,1,0.5,0,0.5,5,50,2.3,14.2,2,11.1,15.2,0.625
2020,Gabe Vincent,PG,23,MIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2019,Melvin Frazier,SG,22,ORL,3,0,5,0.7,1.7,0,0,0.7,1.7,0.3,1,1.3,0,0.3,0,0,1.7,15,6.8,13.5,3.3,0,14.5,0.425
2019,Amir Johnson,C,31,PHI,4,0,5,1,1,0,0,1,1,0.8,0.5,1.3,0.5,0.3,0,0.3,2,20,17.1,24.2,2.4,20,13.5,1
2018,Shaun Livingston,PG,32,GSW,21,0,17.2,2.8,5.2,0,0,2.8,5.2,0.5,1.7,2.2,1.5,0.3,0,0.8,6.7,362,3.5,12.6,1,11.7,7.1,0.579
2018,Chinanu Onuaku,C,21,HOU,1,0,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,36.5,38.2,16.7,,18.5,
2017,John Henson,C,26,MIL,2,0,6,0.5,2,0,0,0.5,2,1,1,2,0,0.5,0,0.5,1.5,12,18.7,8.1,4.4,18.4,20,0.338
2017,Brandon Bass,PF,31,LAC,1,0,4,1,3,0,0,1,3,1,0,1,0,1,0,0,2,4,31,25.5,13.4,0,15.9,0.333
2017,Pascal Siakam,PF,22,TOR,2,0,5,0,1,0,0,0,1,1,0.5,1.5,0.5,0.5,0,0,0,10,24.4,8.4,5.2,0,18.2,0
2017,Tomáš Satoranský,SG,25,WAS,10,0,3.6,0.3,0.6,0,0,0.3,0.6,0.1,0.4,0.5,0.6,0.1,0,0.2,0.8,36,3.2,8.6,1.4,19.6,8,0.488
2017,Jarell Martin,PF,22,MEM,3,0,3.3,0.3,1,0,0,0.3,1,0.7,0.7,1.3,0,0.3,0,0,0.7,10,25.8,14.1,5.6,0,25.9,0.333
2016,Chris Kaman,C,33,POR,4,0,8,1.8,4.5,0,0,1.8,4.5,0.5,1.5,2,0.3,0.5,0,1.5,3.5,32,6.3,-1.2,3.1,25,12.8,0.389
2016,Nick Collison,PF,35,OKC,9,0,8.8,0.4,0.7,0,0,0.4,0.7,0.3,0.9,1.2,0.6,0.9,0,0.1,1,79,4.3,9.8,5.1,12.7,7.8,0.654
2016,Noah Vonleh,PF,20,POR,6,0,2,0,0.5,0,0,0,0.5,0.2,0.5,0.7,0.3,0.3,0,0,0,12,8.3,9.6,8.3,0,17.1,0
2016,JaVale McGee,C,28,DAL,2,0,7,0.5,1,0,0,0.5,1,1,0.5,1.5,0,0.5,0,1.5,2,14,16,-0.5,3.7,39.3,12.5,0.431
2016,Jarell Martin,PF,21,MEM,2,0,23,1.5,4,0,0,1.5,4,2,1.5,3.5,0.5,1.5,0,1.5,4.5,46,8.7,7.1,3.5,22,8.8,0.423
2015,Shawn Marion,SF,36,CLE,6,0,4.2,0.2,1,0,0,0.2,1,0.3,0.7,1,0.2,0.3,0,0,0.3,25,8.9,6,4.2,0,13.2,0.167
2014,Chuck Hayes,C,30,TOR,5,0,7.6,0.4,1.6,0,0,0.4,1.6,0.8,0.8,1.6,0.4,0.6,0,0.2,1.2,38,13.3,9.1,4.3,10.1,12.8,0.338
2014,DeJuan Blair,PF,24,DAL,6,0,13.5,2.7,4.5,0,0,2.7,4.5,2.3,3.8,6.2,0.2,2,0,0.8,6.7,81,18.7,28.8,7.7,13.3,26.6,0.611
2014,Bernard James,C,28,DAL,2,0,4,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,8,13.5,12.1,6.5,,7.3,
2014,Nemanja Nedović,SG,22,GSW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2014,Cartier Martin,SF,29,ATL,3,0,5,0.7,1,0,0,0.7,1,0.3,0.7,1,0,0.7,0,0.3,1.3,15,7.2,15,7.1,25,11.4,0.667
2013,Tyler Hansbrough,PF,27,IND,19,0,12.7,1.4,3.3,0,0,1.4,3.3,1.9,1.3,3.2,0.3,0.3,0,0.8,4.1,241,18.3,11.4,1.4,15.6,14.9,0.479
2013,Samuel Dalembert,C,31,MIL,1,0,9,0,2,0,0,0,2,1,2,3,0,1,0,2,1,9,12.9,-15.5,5.9,34.7,20.4,0.133
2013,Hasheem Thabeet,C,25,OKC,4,0,6.5,0.3,0.5,0,0,0.3,0.5,0.3,1.3,1.5,0,0.3,0,0.5,0.5,26,4.4,-0.7,2,50,13,0.5
2012,Josh Selby,PG,20,MEM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2012,Jared Jeffries,PF,30,NYK,5,0,6.8,0.2,1.2,0,0,0.2,1.2,1.2,1.2,2.4,0,0.2,0,0.2,0.4,34,20.6,3.9,1.6,14.3,21.4,0.167
2011,Earl Barron,C,29,POR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2011,Hilton Armstrong,C,26,ATL,8,0,4.4,0.1,0.6,0,0,0.1,0.6,0.5,0.8,1.3,0.1,0.4,0,0.3,0.6,35,13.9,6.4,4.8,20.7,17.3,0.327
2011,Jason Smith,C,24,NOH,6,0,9.7,1.2,2.5,0,0,1.2,2.5,0.2,1,1.2,0.2,0.3,0,0,2.3,58,2.3,6.3,1.9,0,7.8,0.467
2011,Pape Sy,SF,22,ATL,4,0,2.8,0.5,0.8,0,0,0.5,0.8,0.3,0,0.3,0.8,0.3,0,0.3,1.5,11,11.1,31.1,5.1,17.4,5.5,0.63
2011,Ian Mahinmi,C,24,DAL,6,0,5.5,0.5,0.8,0,0,0.5,0.8,0.5,0.5,1,0,0.2,0,0,1.8,33,11.4,7.5,1.7,0,11.2,0.614
2011,Jamaal Magloire,C,32,MIA,3,0,6,0.7,1.7,0,0,0.7,1.7,0.3,1.3,1.7,0.7,0.3,0,0.3,1.3,18,6.9,8.9,3.1,16.7,16.8,0.4
2011,Armon Johnson,PG,21,POR,2,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,,,,,,
2010,Malik Allen,PF,31,DEN,4,0,2.8,0,0.3,0,0,0,0.3,0.5,0.3,0.8,0,0.3,0,0,0,11,21.8,6.6,4.5,0,16.7,0
2010,Primož Brezec,C,30,MIL,4,0,6.3,1,1.8,0,0,1,1.8,0.3,0.5,0.8,0,0.3,0,0,2.3,25,4.8,12.7,2.2,0,7,0.571
2010,Shelden Williams,PF,26,BOS,8,0,7.1,0.5,1.1,0,0,0.5,1.1,0.3,1.4,1.6,0,0.1,0,0.8,1.6,57,4.4,3.2,0.9,34,13.9,0.558
2009,Tarence Kinsey,SG,24,CLE,9,0,1.2,0.1,0.3,0,0,0.1,0.3,0.1,0.1,0.2,0,0.1,0,0.1,0.4,11,12.1,11.7,5.1,20.5,11.7,0.515
2009,Reggie Evans,PF,28,PHI,5,0,7.2,0.4,1.8,0,0,0.4,1.8,0.4,1.6,2,0,0.6,0,0.4,1.4,36,7.1,5.5,4.5,15.7,17.5,0.325
2009,Tony Allen,SG,27,BOS,10,0,6,0.4,0.8,0,0,0.4,0.8,0.1,0.8,0.9,0.3,0.2,0,0.1,0.9,60,1.9,7.9,1.8,10.6,8.9,0.533
2009,Randolph Morris,C,23,ATL,3,0,2.7,0,0.3,0,0,0,0.3,0.3,0.3,0.7,0,0.3,0,0.3,0,8,14.6,-3.2,7.3,50,15.8,0
2009,Fabricio Oberto,C,33,SAS,2,0,11,2,3,0,0,2,3,1,1,2,0,1,0,1,6,22,10.5,27.3,5.1,20.5,11,0.773
2008,Reggie Evans,PF,27,PHI,6,0,24.7,2.2,4.3,0,0,2.2,4.3,2.7,5.2,7.8,0.5,0.8,0,2.2,6.8,148,13,11.4,1.9,26.2,19.9,0.561
2008,Darius Songaila,C,29,WAS,5,0,15.4,1.6,3.8,0,0,1.6,3.8,0.8,1.8,2.6,0.8,0.2,0,1.2,5.8,77,6,9.5,0.7,19,9.9,0.566
2007,Juwan Howard,PF,33,HOU,7,0,22.4,2,5,0,0,2,5,1.4,3,4.4,1,0.7,0,0.6,5,157,7.5,10.1,1.7,9.1,11.4,0.439
2007,Brendan Haywood,C,27,WAS,3,0,11.3,1.7,2.3,0,0,1.7,2.3,1,0.7,1.7,0.3,0.3,0,0.3,4.3,34,9.1,17.1,1.6,10.2,8.3,0.742
2007,Adrian Griffin,SF,32,CHI,4,0,2.3,0,1.5,0,0,0,1.5,0.3,0,0.3,0,0.3,0,0,0,9,13.1,-19,6,0,6.5,0
2007,Trevor Ariza,SG,21,ORL,4,0,11.8,1.3,4,0,0,1.3,4,1.3,1,2.3,1.3,0.3,0,1,2.8,47,12.8,2.6,1.2,18.4,11.4,0.31
2007,Rafael Araújo,C,26,UTA,5,0,5.6,0.6,1.6,0,0,0.6,1.6,0.6,1.6,2.2,0.2,0.2,0,0,2.2,28,12.5,12.6,1.9,0,23.1,0.414
2007,Jarron Collins,C,28,UTA,13,0,8.5,0.2,0.7,0,0,0.2,0.7,0.6,0.9,1.5,0.4,0.3,0,0.1,1.2,110,8.5,7,1.9,5.7,10.7,0.455
2007,Calvin Booth,C,30,WAS,1,0,18,2,3,0,0,2,3,2,2,4,1,1,0,1,4,18,11.4,13.5,3,25,12.5,0.667
2007,Shannon Brown,SG,21,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2007,Ronnie Brewer,SG,21,UTA,8,0,5.1,0.8,1.3,0,0,0.8,1.3,0.3,0.5,0.8,0.3,0.1,0,0.3,2.4,41,5.7,17.1,1.3,11.3,8.6,0.604
2007,Luke Jackson,SF,25,TOR,3,0,3.7,0,0,0,0,0,0,0.3,1.3,1.7,0.3,0.3,0,0.3,2,11,11.3,35.6,4.9,27.5,27.8,1.136
2007,Jacque Vaughn,PG,31,SAS,20,0,10.4,1,2.5,0,0,1,2.5,0.1,0.4,0.5,1.4,0.2,0,0.6,2.2,208,0.6,5.1,1,17.3,2.6,0.408
2006,Jason Hart,PG,27,SAC,5,0,10.4,0.8,2.6,0,0,0.8,2.6,0.2,0.2,0.4,0.6,0.6,0,0.8,2,52,2.2,1.2,3.2,22.4,2.4,0.36
2006,Dahntay Jones,SF,25,MEM,4,0,11.5,1.3,1.8,0,0,1.3,1.8,0.3,1.5,1.8,0,0.3,0,0.5,4.3,46,2.9,14.5,1.3,14.9,9.7,0.746
2006,Michael Doleac,C,28,MIA,8,0,9,0.9,1.6,0,0,0.9,1.6,0.8,2,2.8,0,0.1,0,0.4,2,72,10.4,9.1,0.7,17.8,18.2,0.576
2006,Scot Pollard,C,30,IND,4,0,3.8,0,0.3,0,0,0,0.3,0.3,1,1.3,0,0.3,0,0.3,0,15,8.9,-2.2,3.7,50,21.2,0
2006,Vitaly Potapenko,C,30,SAC,4,0,2.3,0.5,1,0,0,0.5,1,0.3,0,0.3,0,0.3,0,0,1,9,12.8,19.1,6.1,0,7,0.5
2005,Adrian Griffin,SF,30,CHI,5,0,17.2,3,5.8,0,0,3,5.8,1,3,4,1.8,1,0,0.6,6.8,86,5.9,16.4,2.9,8.8,12.4,0.545
2005,Elden Campbell,C,36,DET,10,0,5.7,0.4,1.3,0,0,0.4,1.3,0.3,1.5,1.8,0.5,0.2,0,0.4,1.2,57,6.1,5.5,2,19.5,18.7,0.363
2005,Stromile Swift,PF,25,MEM,3,0,16,4,6.7,0,0,4,6.7,2.3,2.3,4.7,0.3,0.3,0,0.7,9.3,48,15.8,24.6,1.1,8,17,0.607
2005,Scot Pollard,C,29,IND,9,0,7.4,0.7,1.7,0,0,0.7,1.7,0.4,0.8,1.2,0.1,0.1,0,0.4,1.4,67,7,2.7,0.8,20.1,9.7,0.409
2004,Brian Cook,C,23,LAL,13,0,3.5,0.4,1.2,0,0,0.4,1.2,0.2,0.7,0.9,0.1,0.1,0,0.2,0.9,46,7.6,4.9,1.2,15.9,15.2,0.378
2004,Darko Miličić,C,18,DET,8,0,1.8,0,0.5,0,0,0,0.5,0.1,0.3,0.4,0.1,0.1,0,0.4,0.1,14,8.2,-14.8,4,34.2,12.3,0.087
2004,Scot Pollard,C,28,IND,3,0,4.3,0,0.7,0,0,0,0.7,0.3,1,1.3,0,0.3,0,0,0.7,13,8.7,7,4.3,0,17.5,0.266
2003,Kedrick Brown,SF,21,BOS,3,0,3.7,0.3,1.3,0,0,0.3,1.3,0.7,0,0.7,0,0.3,0,0,1,11,21.3,12.2,4.8,0,10.5,0.307
2003,Stacey Augmon,SG,34,NOH,4,0,17.3,1.3,3.8,0,0,1.3,3.8,0.3,2.3,2.5,0.8,0.8,0,0.8,4.3,69,1.8,7.7,2.4,13.9,8.9,0.459
2003,Pat Burke,C,29,ORL,6,0,7.2,1,1.7,0,0,1,1.7,0.2,1.7,1.8,0.2,0.2,0,0.7,2.8,43,2.8,12.5,1.3,24,15.2,0.672
2003,Gary Trent,SF,28,MIN,6,0,7,0.8,2.3,0,0,0.8,2.3,0.7,0.5,1.2,0.2,0.2,0,0.7,2.3,42,11.9,4.8,1.2,19.4,9.4,0.421
2002,Shawn Kemp,PF,32,POR,3,0,11.7,0.7,2.3,0,0,0.7,2.3,0.7,2,2.7,0,0.3,0,0.7,3.7,35,6.1,6.4,1.5,14.9,12.8,0.482
2001,Matt Geiger,C,31,PHI,12,0,8.3,1.4,2.4,0,0,1.4,2.4,0.8,0.7,1.5,0.6,0.2,0,0.4,3.2,100,11.1,13.2,1.1,14,10.2,0.618
2001,Michael Doleac,C,23,ORL,4,0,11.3,1.5,4,0,0,1.5,4,1,2.5,3.5,0.3,0.8,0,0.5,3,45,8.9,7.9,3.4,11.1,15.8,0.375
2001,A.C. Green,PF,37,MIA,3,0,7,0.3,1,0,0,0.3,1,0.3,1,1.3,0.7,0.3,0,0.3,1,21,5.9,6.9,2.6,22.5,11.6,0.436
2001,Mark Bryant,PF,35,DAL,4,0,8.5,0.3,0.5,0,0,0.3,0.5,0.8,0.8,1.5,0,0.3,0,0.3,0.5,34,9.4,3,1.6,33.3,9.8,0.5
2001,Stacey Augmon,SG,32,POR,2,0,14,2,5,0,0,2,5,0.5,1.5,2,2,0.5,0,0.5,5,28,3.9,14.2,1.9,8.4,7.9,0.46
2001,Rod Strickland,PG,34,POR,2,0,9.5,1,3,0,0,1,3,1,1,2,1,1,0,0.5,4,19,11.6,20.8,5.5,10.4,11.7,0.463
2000,Lawrence Funderburke,PF,29,SAC,4,0,8.5,1,2.3,0,0,1,2.3,1,1.8,2.8,0,0.3,0,0,2.5,34,12.6,16.2,1.5,0,16.8,0.465
2000,Kevin Willis,PF,37,TOR,3,0,25.3,4,11,0,0,4,11,2,6.7,8.7,0.3,0.7,0,0.7,13,76,9,16.9,1.5,4.6,20.6,0.467
2000,Jerome Williams,PF,26,DET,3,0,24.3,2.3,4.7,0,0,2.3,4.7,2.3,4.7,7,0.7,1,0,1,5,73,11.8,9.8,2.2,14.6,18.2,0.428
2000,Loy Vaught,PF,31,DET,2,0,8,0,1.5,0,0,0,1.5,0.5,2.5,3,0,1,0,0.5,0,16,7.7,2.1,6.7,25,23.8,0
2000,Mikki Moore,C,24,DET,3,0,14,1.7,4,0,0,1.7,4,2.3,1.7,4,1,0.3,0,1.3,6,42,20.5,17.7,1.3,20.5,18.1,0.58
1999,Greg Foster,PF,30,UTA,8,0,8.8,1,2.4,0,0,1,2.4,0.1,0.9,1,0.1,0.1,0,0.4,2,70,1.7,2.4,0.8,13.6,6.7,0.421
1999,Chris Gatling,C,31,MIL,2,0,6,0,1,0,0,0,1,0.5,1,1.5,0,0.5,0,1,0,12,10.2,-14.1,4.5,41,15.1,0
1999,Lawrence Funderburke,PF,28,SAC,3,0,10.3,1.7,4,0,0,1.7,4,0.7,0.7,1.3,0.3,1,0,1,3.3,31,7.4,9.5,5.2,20,7.5,0.417
1999,Jeff Sheppard,SG,24,ATL,4,0,3,0,0.8,0,0,0,0.8,0.5,0,0.5,0.5,0.3,0,0,0,12,19.8,8.5,4.9,0,10.3,0
1999,Mark Strickland,PF,28,MIA,2,0,4,0.5,1,0,0,0.5,1,0.5,1,1.5,0,0.5,0,0.5,2,8,16,32.5,7.5,25.8,23.7,0.694
1999,Rick Mahorn,PF,40,PHI,5,0,5.8,0.4,1.2,0,0,0.4,1.2,0.4,1.2,1.6,0.2,0.2,0,0.2,1,29,7.4,5.9,1.9,12.7,15.3,0.363
1998,Randy Brown,PG,29,CHI,14,0,5.1,0.1,0.9,0,0,0.1,0.9,0.2,0.4,0.6,0.6,0.1,0,0.5,0.6,71,5,2.5,1.6,32.3,7.9,0.307
1998,David Wingate,SG,34,SEA,3,0,4.3,0.7,1.7,0,0,0.7,1.7,0.7,0.7,1.3,0.7,0.3,0,0.3,2.7,13,18.8,30.1,4.3,11.6,18.5,0.524
1998,Rony Seikaly,C,32,NJN,3,0,12.3,2.3,3,0,0,2.3,3,1,2,3,0,0.3,0,1.3,6,37,10.9,20.1,1.5,25.6,15.3,0.773
1998,Malik Rose,PF,23,SAS,5,0,3.6,0.8,1.2,0,0,0.8,1.2,0.6,0.8,1.4,0.2,0.2,0,0.8,2,18,20.8,20.9,3.1,34,22.9,0.644
1998,Vitaly Potapenko,C,22,CLE,4,0,17.5,1.5,3.8,0,0,1.5,3.8,0.8,2,2.8,0.8,0.5,0,1.5,4.3,70,6.2,4.6,1.7,23.6,11.4,0.438
1997,Stacey Augmon,SG,28,POR,4,0,8.8,0.5,1.5,0,0,0.5,1.5,0.3,0,0.3,0.8,0.3,0,0.3,1.8,35,3.5,5.3,1.6,11.4,1.8,0.451
1996,Joe Kleine,C,34,PHO,2,0,4,0,1,0,0,0,1,0.5,0,0.5,0,0.5,0,0.5,0,8,13,-6.6,6.6,33.3,7.1,0
1996,Lou Roe,SF,23,DET,2,0,3.5,0,0.5,0,0,0,0.5,0.5,0.5,1,0,0.5,0,0,0,7,18,8.6,8.3,0,18.8,0
1996,Steve Scheffler,C,28,SEA,8,0,2.8,0,0.5,0,0,0,0.5,0.3,0.5,0.8,0.3,0.1,0,0.1,0,22,12.5,-0.5,2.5,17,17.2,0
1996,Tyrone Corbin,SF,33,MIA,2,0,17,0.5,2.5,0,0,0.5,2.5,2,1.5,3.5,0.5,1,0,0.5,2.5,34,13.8,8.9,3.1,12.9,12.5,0.37
1996,Duane Ferrell,SF,30,IND,5,0,13.8,1.4,3.8,0,0,1.4,3.8,1.2,0.6,1.8,0.6,0.8,0,0.8,3.6,69,11.6,7.8,3.3,15.1,8,0.4
1996,Chris Gatling,PF,28,MIA,3,0,22.7,2,7.3,0,0,2,7.3,3.3,4.7,8,0.3,0.7,0,2.7,6,68,17.2,4.1,1.6,22.7,21.4,0.33
1995,Kenny Gattison,PF,30,CHH,4,0,14.5,1.3,2,0,0,1.3,2,1.3,1.8,3,0.5,0.5,0,1.3,3.8,58,10.7,7.6,2,30.3,13.5,0.651
1995,Darrin Hancock,SF,23,CHH,3,0,6,0.7,2,0,0,0.7,2,0.7,0.7,1.3,0.3,0.3,0,1,1.3,18,13.8,-1.9,3.1,33.3,14.5,0.333
1995,Greg Kite,C,33,IND,8,0,3.3,0.1,0.4,0,0,0.1,0.4,0.4,0.5,0.9,0,0.1,0,0.3,0.5,26,14.5,3.4,2.1,34,16.9,0.515
1995,Anthony Miller,PF,23,LAL,4,0,3.8,0,0.5,0,0,0,0.5,0.5,1,1.5,0.3,0.3,0,0.3,0,15,15.1,4.6,3.6,33.3,23.3,0
1994,Terrell Brandon,PG,23,CLE,3,0,18.7,4,6.3,0,0,4,6.3,0.3,1,1.3,1.7,0.3,0,0.3,8.7,56,2.1,21.1,1,4.7,4.5,0.64
1994,Lester Conner,PG,34,IND,6,0,3.7,0.3,0.8,0,0,0.3,0.8,0.2,0.5,0.7,0,0.2,0,0,1,22,5.7,12.1,2.5,0,11,0.51
1994,Donald Royal,SF,27,ORL,3,0,15,2,4.7,0,0,2,4.7,0.3,1,1.3,1.7,0.3,0,0.7,7,45,2.6,16.8,1.2,9.4,5.4,0.545
1994,Ennis Whatley,PG,31,ATL,11,0,10.3,0.8,2.5,0,0,0.8,2.5,0.3,1,1.3,1.1,0.6,0,0.8,2.2,113,2.9,5.4,3.4,22.2,7,0.381
1994,Harold Miner,SG,22,MIA,4,0,14.3,3,6.5,0,0,3,6.5,0.8,1.3,2,0.5,0.3,0,0.5,8,57,5.7,18.6,0.9,6.1,7.8,0.519
1994,Ricky Pierce,SG,34,SEA,5,0,14.8,2.8,6.2,0,0,2.8,6.2,0.8,0.2,1,0.6,0.2,0,1.8,8,74,6,10.7,0.7,19,3.8,0.52
1993,Tate George,PG,24,NJN,2,0,11,1,3.5,0,0,1,3.5,0.5,1,1.5,3,0.5,0,0.5,2,22,5.5,10.6,2.4,12.5,8.1,0.286
1993,Gary Grant,PG,27,LAC,5,0,20.2,2,6.2,0,0,2,6.2,0.2,0.2,0.4,4.6,0.6,0,1.4,4.2,101,1,4.6,1.5,18,1.1,0.329
1993,Rafael Addison,SF,28,NJN,5,0,10.6,1.4,4.2,0,0,1.4,4.2,0.6,0.6,1.2,1,0.6,0,0.6,3.4,53,6.8,9.1,3,11.8,6.7,0.381
1993,Adam Keefe,PF,22,ATL,3,0,17.7,2.3,4.3,0,0,2.3,4.3,1.3,3,4.3,2,0.3,0,1,6,53,7.9,14.9,1,16.1,13.7,0.575
1993,Steve Scheffler,C,25,SEA,9,0,2.4,0.6,1.1,0,0,0.6,1.1,0.7,0.4,1.1,0.1,0.2,0,0,1.6,22,30.1,36.6,4.9,0,26.6,0.595
1992,Kevin Edwards,PG,26,MIA,3,0,18.3,1.7,4.3,0,0,1.7,4.3,0.3,2,2.3,2.3,0.7,0,1.7,5,55,2.2,7.8,1.9,23.2,7.8,0.454
