season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pts_per_g,mp,orb_pct,per,stl_pct,tov_pct,trb_pct,ts_pct
1988,John Lucas,PG,34,MIL,5,0,16,2,5.4,0.6,2.6,1.4,2.8,1,0.6,1.6,3.8,1,0,1.2,5.8,80,6.9,15,3.1,16.2,5.7,0.468
1988,Dirk Minniefield,PG,27,BOS,11,0,4.5,0.5,1.3,0.2,0.4,0.4,0.9,0.1,0.1,0.2,1,0.2,0,0.9,1.5,50,2.5,2.5,2.1,40.2,2.4,0.538
1986,Brad Davis,PG,30,DAL,10,0,16.3,2.4,4.4,1,1.5,1.4,2.9,0.1,1.8,1.9,2.3,0.3,0,1.5,7.7,163,0.7,14.4,0.9,21.6,6.7,0.706
1986,John Stockton,PG,23,UTA,4,0,18.3,2.3,4.3,0.3,0.3,2,4,0.8,0.8,1.5,3.5,1.3,0,1,6.8,73,4.2,17.2,3.5,16,4.4,0.644
1985,Frank Johnson,PG,26,WSB,2,0,19.5,2,7,0.5,3,1.5,4,0.5,1.5,2,3.5,1,0,1,7.5,39,2.8,12.4,2.5,10.7,5.8,0.451
1985,Steve Colter,PG,22,POR,9,0,18.4,4,8.3,0.3,1.2,3.7,7.1,0.4,1.3,1.8,4.1,0.6,0,1.1,8.9,166,2.5,14.1,1.4,11.3,5.2,0.509
2022,Josh Green,SG,21,DAL,16,0,7.6,0.5,1.8,0.3,1.4,0.2,0.4,0.1,0.7,0.8,0.4,0.3,0,0,1.4,121,1,4,2.1,0,5.8,0.365
2021,Talen Horton-Tucker,SG,20,LAL,4,0,12,2.8,6,0.3,1.3,2.5,4.8,0.5,3,3.5,0.5,0.3,0,0.8,6.5,48,4.5,12.9,1.1,10.3,16.5,0.496
2021,Alec Burks,SG,29,NYK,5,0,25.6,4.8,11.2,1.6,4.8,3.2,6.4,1,4,5,2.6,0.2,0,0.8,14,128,3.9,16,0.4,5.9,10.3,0.544
2021,Josh Richardson,SG,27,DAL,7,0,13.4,1.6,4,0.4,1.4,1.1,2.6,0.4,1.1,1.6,0.7,0.3,0,0.9,4.9,94,3.5,8.4,1.1,15.8,6.8,0.532
2021,Payton Pritchard,SG,23,BOS,5,0,13.4,1.2,3.4,0.6,2,0.6,1.4,0.4,1.4,1.8,2.4,0.4,0,0.6,3.4,67,3.3,10.1,1.5,14.4,7.8,0.475
2021,Sam Merrill,SG,24,MIL,8,0,3.8,0.3,0.9,0.1,0.6,0.1,0.3,0.1,0.5,0.6,0.1,0.5,0,0.1,0.6,30,3.5,8.3,6.6,12.5,8.9,0.357
2019,Marcus Smart,SG,24,BOS,2,0,16,0.5,5.5,0.5,5.5,0,0,2,0,2,2,1.5,0,1.5,3.5,32,13.4,3.2,4.5,18,6.4,0.257
2019,Iman Shumpert,SG,28,HOU,8,0,13.6,1.3,3.3,1,2.8,0.3,0.5,0.1,1.4,1.5,0.3,0.1,0,0.4,3.6,109,1.1,5,0.5,9.8,6.2,0.522
2019,Jerome Robinson,SG,21,LAC,5,0,9.2,1,2.8,0.6,1.2,0.4,1.6,0.4,0.8,1.2,1.4,0.4,0,0.2,3.6,46,4.6,15.6,2,5.8,7.3,0.556
2018,Marco Belinelli,SG,31,PHI,10,0,27.3,4.3,10.6,1.6,4.6,2.7,6,0.1,2,2.1,2,0.7,0,0.4,12.9,273,0.4,12.8,1.3,3.2,4.1,0.539
2017,Rodney Hood,SG,24,UTA,11,0,25.2,3.4,9.5,1.2,4.5,2.2,5,0.1,2.6,2.7,1.1,0.5,0,0.9,8.9,277,0.4,4.7,0.9,8.1,6.5,0.434
2017,Álex Abrines,SG,23,OKC,5,0,16,1.6,4.6,1,3.4,0.6,1.2,0.4,1.4,1.8,0.8,0,0,0,4.8,80,2.6,7,0,0,6.1,0.485
2017,James Young,SG,21,BOS,10,0,3.9,0.5,1.5,0.5,1.4,0,0.1,0.1,0.6,0.7,0.3,0,0,0.1,1.5,39,2.9,9.1,0,6.3,10.5,0.5
2016,Tyler Johnson,SG,23,MIA,5,0,12.2,1,2.2,0.6,1.2,0.4,1,0.4,1,1.4,1.6,0.2,0,0.4,4.2,61,4.1,15.8,0.9,11.2,6.8,0.663
2016,Leandro Barbosa,SG,33,GSW,23,0,11,2.2,3.8,0.5,1.2,1.7,2.6,0.5,0.7,1.2,0.7,0.5,0,0.5,5.6,254,4.8,18.4,2.1,10.2,5.8,0.663
2016,Ian Clark,SG,24,GSW,16,0,9.6,1.6,3.3,0.4,1.1,1.3,2.2,0.1,0.9,1.1,1,0.5,0,0.6,4.1,154,1.4,13.9,2.6,13.6,6,0.575
2016,Jonathon Simmons,SG,26,SAS,3,0,8.7,1.3,3.3,0.7,1,0.7,2.3,1,0.3,1.3,0.7,0.7,0,0.3,3.7,26,14.2,16.7,4,8.4,8.9,0.506
2016,Jeremy Lin,SG,27,CHO,7,0,27,3.7,9,0.4,2,3.3,7,0.4,1.9,2.3,2.6,0.7,0,1.6,12.4,189,1.7,14.5,1.4,12.1,4.8,0.543
2015,Leandro Barbosa,SG,32,GSW,21,0,10.9,1.9,4.2,0.4,1.1,1.5,3.1,0.4,0.9,1.3,0.9,0.3,0,0.6,5,229,3.9,13.3,1.3,10.9,6.4,0.532
2015,Lou Williams,SG,28,TOR,4,0,25.5,4,12.8,1,5.3,3,7.5,0.5,1.3,1.8,1.3,1.5,0,0.8,12.8,102,2.1,11.6,3,4.8,3.9,0.433
2014,Troy Daniels,SG,22,HOU,4,0,17,2.3,4.3,2,3.8,0.3,0.5,0.8,1.5,2.3,0.3,0.5,0,0.5,7.8,68,4.7,17.5,1.5,9.4,7.3,0.807
2014,Jordan Crawford,SG,25,GSW,6,0,9.5,2,5.5,0.3,1.2,1.7,4.3,0.7,0.8,1.5,0.3,0.2,0,0.8,6.2,57,7.9,11,0.9,11.3,9.1,0.472
2014,Gary Neal,SG,29,CHA,4,0,26,4.5,12.8,1,4.5,3.5,8.3,0.8,1.3,2,1,0,0,2,11.3,104,3.5,3.1,0,12.9,4.8,0.416
2013,DeShawn Stevenson,SG,31,ATL,4,0,11.3,0.8,1.3,0.8,1.3,0,0,0.8,1.8,2.5,0.3,0,0,0.5,2.3,45,7.1,9.2,0,28.6,12.2,0.9
2013,Gary Neal,SG,28,SAS,21,0,18.6,2.5,6.4,1.1,3.1,1.4,3.3,0,2.1,2.1,0.7,0.1,0,0.6,6.8,390,0.3,9,0.4,8.4,6.6,0.503
2012,Kelenna Azubuike,SG,28,DAL,1,0,5,1,3,1,1,0,2,1,0,1,0,1,0,1,3,5,22.6,21.6,10.6,25,12,0.5
2012,Gary Neal,SG,27,SAS,14,0,15.5,2.8,5.9,1.1,2.6,1.6,3.3,0.1,1.2,1.3,1.4,0.1,0,0.8,7.5,217,0.6,14.6,0.5,11.1,4.8,0.598
2011,Eddie House,SG,32,MIA,7,0,6.9,0.6,2.4,0.4,1.4,0.1,1,0.1,0.6,0.7,0.1,0.6,0,0.6,1.6,48,2.6,0.3,4.6,19,6.3,0.324
2011,Daequan Cook,SG,23,OKC,17,0,11.5,1.3,3.3,0.9,2.7,0.4,0.6,0.1,1.5,1.6,0.1,0.2,0,0.4,3.8,195,0.6,8.2,0.8,10.8,8,0.554
2011,Henry Walker,SG,23,NYK,4,0,22.3,2.3,7.5,0.8,2.8,1.5,4.8,1.3,2,3.3,1,1.3,0,1.8,5.8,89,5.7,4.2,2.9,18.3,8.3,0.367
2011,Roger Mason,SG,30,NYK,3,0,18.3,2.3,6,1.7,4.3,0.7,1.7,1,0.3,1.3,1,0.3,0,0.3,6.3,55,5.5,10.4,1,5.3,4.1,0.528
2010,Ronald Murray,SG,30,CHI,5,0,19.4,3,7.4,0.8,2.4,2.2,5,0.8,1.8,2.6,2,0.4,0,0.2,8.4,97,4.6,17.1,1.1,2.4,7.8,0.518
2009,James Posey,SG,32,NOH,5,0,24.6,3,8,1,3.8,2,4.2,1,5.2,6.2,0.6,0.6,0,2,11.4,123,4.8,13.3,1.3,16.3,15.4,0.554
2009,Morris Peterson,SG,31,NOH,2,0,10.5,0.5,2.5,0.5,1.5,0,1,0.5,1,1.5,0.5,0.5,0,0,3,21,5.6,9.9,2.5,0,8.7,0.444
2008,Keith Bogans,SG,27,ORL,10,0,29.3,2.5,6.8,1.5,4.5,1,2.3,0.4,3.8,4.2,1.1,0.4,0,0.7,7.3,293,1.6,7.6,0.7,8.8,8.4,0.501
2008,Carlos Delfino,SG,25,TOR,5,0,24.2,3,7.4,0.8,3,2.2,4.4,1,3.8,4.8,2.2,0.8,0,0.6,8.6,121,4.7,14.1,1.8,6.8,11.3,0.519
2008,Devin Brown,SG,29,CLE,8,0,11.5,1.1,4.3,0.6,2.1,0.5,2.1,1,1.4,2.4,1.1,0.3,0,1.1,4.1,92,10.3,7.3,1.2,18.1,12.5,0.406
2008,C.J. Miles,SG,20,UTA,7,0,3.7,0.7,2,0.3,1.1,0.4,0.9,0.1,0.6,0.7,0,0.3,0,0.3,1.7,26,4.3,8.2,4.1,12.5,11.1,0.429
2008,Sasha Pavlović,SG,24,CLE,8,0,13.9,1.3,3.3,0.5,1.1,0.8,2.1,0.8,0.5,1.3,0.1,0.3,0,0.3,3.5,111,6.4,5.7,1,6.5,5.5,0.489
2007,Maurice Evans,SG,28,LAL,5,0,16.4,2,5.2,1,2.6,1,2.6,0.6,1,1.6,0.6,0.4,0,0,5,82,3.9,11,1.2,0,5.6,0.481
2007,Thabo Sefolosha,SG,22,CHI,9,0,11,1.1,2.9,0.3,0.9,0.8,2,0.4,1.4,1.9,0.8,0.2,0,0.8,3.3,99,4.8,7.9,1.1,18.3,10,0.48
2007,Sasha Vujačić,SG,22,LAL,4,0,10.8,1.3,2.3,0.3,1,1,1.3,0.5,0.5,1,0.8,0.3,0,0.8,2.8,43,4.9,9.3,1.2,25,5.3,0.611
2005,Willie Green,SG,23,PHI,5,0,12.6,1.6,3.6,0.4,1.8,1.2,1.8,0.6,1.2,1.8,0.6,0.2,0,0.4,5.4,63,5.6,16.1,0.9,8.2,9,0.603
2005,Maurice Evans,SG,26,SAC,3,0,18.7,2,3.3,0.7,1.3,1.3,2,0.7,1.7,2.3,1,0.7,0,0,6,56,4,16,1.9,0,7.6,0.738
2005,Jon Barry,SG,35,HOU,7,0,26.1,3,6.9,1.6,3.3,1.4,3.6,0.1,4,4.1,1.3,0.7,0,0.9,8.6,183,0.7,12.5,1.5,10.4,9.6,0.582
2005,Devin Brown,SG,26,SAS,12,0,5,0.6,1.7,0.3,0.6,0.3,1.1,0.1,0.5,0.6,0.3,0.1,0,0.1,1.8,60,2,10,0.9,4.2,6.9,0.455
2005,Dahntay Jones,SG,24,MEM,3,0,23.7,2.7,7,1,1.7,1.7,5.3,0.7,2.3,3,0.3,0.3,0,0.7,7.3,71,3.1,7.2,0.7,8.1,7.4,0.483
2004,Fred Hoiberg,SG,31,MIN,18,0,24.3,2.2,4.8,1.2,2.7,0.9,2.1,0.5,3.2,3.7,1.3,0.9,0,0.4,6.4,438,2.5,13.9,2,7.9,8.7,0.618
2004,Derek Fisher,SG,29,LAL,22,0,23,2.7,6.7,1,2.5,1.7,4.2,0.5,2.1,2.5,2.2,0.8,0,0.9,7.5,507,2.3,13.3,2,10.4,6.4,0.508
2004,Steve Smith,SG,34,NOH,5,0,9.2,2.4,5.2,1.2,2.2,1.2,3,0.4,1.2,1.6,0.2,0,0,0.6,6.4,46,4.8,21.4,0,9.9,9.8,0.586
2003,Lucious Harris,SG,32,NJN,20,0,21.8,2.7,6.9,0.6,1.7,2.2,5.3,1,1.7,2.6,1.6,0.5,0,1.1,7.8,435,4.9,10.7,1.1,12.2,6.9,0.49
2003,Erick Strickland,SG,29,IND,5,0,8.4,1.2,2.8,0.2,1,1,1.8,0.6,0.8,1.4,1.6,0.2,0,0.2,4.2,42,7.8,24.6,1.3,5.2,9.3,0.571
2003,Steve Smith,SG,33,SAS,9,0,7.3,0.6,2.7,0.2,1.3,0.3,1.3,0.1,0.7,0.8,0.7,0.1,0,0.2,1.8,66,1.7,3.5,0.8,7.2,5.8,0.311
2002,Lucious Harris,SG,31,NJN,20,0,20.9,3.3,6.7,0.4,1.1,2.9,5.6,0.7,2.1,2.7,0.9,0.7,0,0.8,8.9,418,3.4,15.4,1.6,9.4,7.2,0.576
2002,Anthony Johnson,SG,27,NJN,19,0,8.5,1.1,2.8,0.1,0.5,1,2.3,0.1,0.6,0.7,1.1,0.3,0,0.4,2.6,161,1.3,8.8,1.9,12.2,4.9,0.432
2002,Derek Anderson,SG,27,POR,3,0,25.3,4.3,10,0.7,2,3.7,8,1,1.3,2.3,2.3,0.7,0,2,14.7,76,4.2,19.9,1.4,13.7,5.1,0.58
2002,Aaron McKie,SG,29,PHI,5,0,29.2,4,9.2,1.2,3.2,2.8,6,0.4,3.2,3.6,2.4,2,0,2,10.6,146,1.6,13.7,3.8,16.6,7.4,0.526
2001,Tony Delk,SG,27,PHO,4,0,28.5,4.5,10.8,1,2.5,3.5,8.3,1.3,2.8,4,1,0.8,0,1.3,11.8,114,4.3,11.1,1.3,9.5,7.1,0.491
2001,Jon Barry,SG,31,SAC,7,0,7.9,1,2.4,0.3,1,0.7,1.4,0.4,0,0.4,0.6,0.1,0,0.4,2.3,55,5.5,6.5,0.9,15,2.8,0.471
2001,Greg Buckner,SG,24,DAL,5,0,15,2.2,4.6,0.2,0.6,2,4,1.6,2.6,4.2,0.6,1,0,0.4,6,75,11.3,19.4,3.6,6.8,15.5,0.547
2001,Dan Majerle,SG,35,MIA,3,0,23.7,1.7,5.3,1.3,4.7,0.3,0.7,1,2.3,3.3,1.7,1,0,0.7,5.3,71,5.2,8.9,2.3,10.1,8.6,0.45
2000,Jon Barry,SG,30,SAC,5,0,20.4,1.8,4.2,1.4,2.4,0.4,1.8,0.4,2,2.4,2.4,0.6,0,0.8,7.8,102,2.1,18.5,1.5,12.5,6.1,0.695
2000,Antonio Daniels,SG,24,SAS,4,0,20.5,2.3,5.8,0.5,2,1.8,3.8,0.5,2,2.5,1.5,1.8,0,1.5,7.3,82,2.5,13.9,4.5,17.3,6.2,0.505
1999,Jaren Jackson,SG,31,SAS,17,0,20.3,2.9,7.7,1.8,5.1,1.1,2.6,0.4,2.1,2.4,1.1,0.8,0,1.2,8.2,345,2.2,12.1,2.1,12.8,7.2,0.512
1999,Vernon Maxwell,SG,33,SAC,5,0,25.8,3.8,12,2.2,7,1.6,5,0.8,1.4,2.2,1,1.2,0,1.2,11.2,129,3.5,10.5,2.5,8.5,5,0.435
1998,Reggie Jordan,SG,30,MIN,2,0,14.5,2.5,4,0.5,0.5,2,3.5,1.5,3,4.5,1.5,0.5,0,0,6,29,11.5,24.3,1.9,0,18.5,0.676
1998,Fred Hoiberg,SG,25,IND,2,0,10,1.5,4,0.5,1,1,3,0.5,1.5,2,0.5,0.5,0,0,4.5,20,6.7,19.1,2.8,0,12.9,0.507
1996,Anthony Peeler,SG,26,LAL,3,0,24,3,9,2,4.7,1,4.3,0.7,2,2.7,1,2,0,1,9.3,72,3.1,12.5,4.3,9.4,6.4,0.487
1996,Šarūnas Marčiulionis,SG,31,SAC,4,0,25.3,2,7.3,1,4.5,1,2.8,1,0.8,1.8,3.5,2.5,0,2.5,7.3,101,4.9,10.1,5.2,21.9,4.3,0.407
1996,David Wingate,SG,32,SEA,13,0,5.2,0.5,1.2,0.1,0.2,0.5,1.1,0.1,0.2,0.2,0,0,0,0.3,1.5,68,2,1.7,0,18.4,2.8,0.535
1996,Tony Smith,SG,27,MIA,3,0,20.3,3,6.3,1.3,3.3,1.7,3,1,0.3,1.3,2.7,1.3,0,1,7.3,61,5.8,16,3.5,13.6,4,0.579
1996,Hubert Davis,SG,25,NYK,8,0,18.1,2.1,3.9,1.3,2.4,0.9,1.5,0.5,1,1.5,0.5,0,0,0.9,6.6,145,3.7,12.4,0,16.3,5.1,0.739
1996,Willie Anderson,SG,29,NYK,4,0,16,1.8,5.5,0.3,1.5,1.5,4,0.5,1.8,2.3,0.3,1,0,1.5,5.3,64,4.2,5.3,3.5,19.3,8.6,0.419
1995,Vincent Askew,SG,28,SEA,4,0,23.3,3,7.3,1,1.3,2,6,2.8,1,3.8,2,0.8,0,0.8,7.5,93,14.5,12.2,1.8,9,10,0.495
1995,Dell Curry,SG,30,CHH,4,0,26.8,4,8.5,2.3,5.3,1.8,3.3,1.3,1,2.3,1.5,0,0,1.5,12.8,107,5.8,14.3,0,13.4,5.5,0.657
1994,Craig Ehlo,SG,32,ATL,11,0,28.8,4.5,10.7,0.7,2.1,3.8,8.6,1,1.7,2.7,3.6,1,0,1.2,11.4,317,3.8,13.7,1.9,9.2,5.3,0.486
1993,Hubert Davis,SG,22,NYK,7,0,13.7,2,3.6,0.1,0.3,1.9,3.3,0.1,0.7,0.9,0.7,0.9,0,1.3,4.4,96,1.3,8.8,3.3,25.5,3.8,0.589
1993,Lloyd Daniels,SG,25,SAS,8,0,9.3,1.4,3.8,0.1,0.9,1.3,2.9,1.1,0.8,1.9,0.3,0.4,0,0.6,3.5,74,14.5,9.3,2.1,13.3,11.6,0.429
1993,Dell Curry,SG,28,CHH,9,0,24.7,4.7,10.8,0.7,2.3,4,8.4,1.2,2.3,3.6,2,1.4,0,1.4,11,222,5.8,13.9,3.1,11.3,8.5,0.486
1992,Bob Hansen,SG,31,CHI,9,0,7.7,1,2.4,0.3,0.7,0.7,1.8,0.4,0.6,1,1.1,0.1,0,0.2,2.4,69,7.1,10.7,0.8,7.9,7.9,0.472
1992,Danny Ainge,SG,32,POR,21,0,21.4,3.9,8,1,2.5,2.9,5.6,0.4,1.5,1.9,2.3,0.7,0,1.2,10.6,449,2.2,14.3,1.7,11.6,5.4,0.585
1992,John Starks,SG,26,NYK,12,0,24.6,3.8,10.3,0.9,3.8,2.9,6.4,0.6,1.9,2.5,3.2,1.4,0,1.8,12.1,295,2.9,13.8,3.3,13.1,6.2,0.497
1991,John Battle,SG,28,ATL,5,0,21.4,3.2,8.8,0.4,1,2.8,7.8,0.8,1.2,2,2.2,0.2,0,1.8,11.6,107,3.9,13.3,0.5,14.1,4.8,0.527
1991,Tony Brown,SG,30,UTA,4,0,7.3,1,2,0.3,0.5,0.8,1.5,0.5,0.3,0.8,0.3,0,0,0.3,2.3,29,8.4,8.2,0,11.1,5.9,0.563
1991,Sidney Moncrief,SG,33,ATL,5,0,18.2,2.2,4.4,0.2,1.2,2,3.2,1.2,2,3.2,0.4,0.6,0,0.6,7.2,91,6.9,13.5,1.7,9.4,9.1,0.62
1990,Trent Tucker,SG,30,NYK,10,0,17.8,2.2,5.5,1,2.7,1.2,2.8,0.5,0.9,1.4,2,1,0,0.6,6,178,3.2,11.9,2.8,9.4,4.6,0.52
1990,Brian Quinnett,SG,23,NYK,3,0,5.3,0.7,1.3,0.3,0.3,0.3,1,1.7,1,2.7,0.7,0,0,0.3,1.7,16,35.5,20.8,0,20,29.4,0.625
1990,Ricky Pierce,SG,30,MIL,4,0,30.5,7,15,1.3,2.5,5.8,12.5,1.5,0.8,2.3,1.5,1.3,0,0.8,22.3,122,6.1,22.8,2.1,3.9,4.7,0.604
1990,Dražen Petrović,SG,25,POR,20,0,12.7,2.4,5.5,0.3,0.8,2.2,4.7,0.5,1.1,1.6,1,0.3,0,1,6.1,253,4.2,9.5,1.1,13.8,7,0.489
1987,Eddie Johnson,SG,31,SEA,14,0,12.9,2.2,4.1,0.1,0.4,2.1,3.8,0.4,0.6,1,3.2,0.4,0,0.6,6.4,181,2.8,19.9,1.4,11.2,4.3,0.632
1987,Mike Evans,SG,31,DEN,3,0,19,2.3,6.3,0.7,2.3,1.7,4,0.7,1.7,2.3,2.7,1,0,1,6,57,3.1,9.1,2.3,13.1,6,0.453
1987,Darwin Cook,SG,28,WSB,3,0,13.7,2,8,0.3,0.7,1.7,7.3,1.3,1,2.3,1,1.3,0,0,4.7,41,9.4,8.3,4.7,0,8.9,0.281
1986,Dudley Bradley,SG,28,WSB,5,0,16.4,2.4,5.8,0.6,2,1.8,3.8,0.4,0.6,1,1.4,1,0,1.4,6.6,82,2.5,8.6,3,17.5,3.3,0.501
1986,Elston Turner,SG,26,DEN,10,0,19.6,2.9,5.4,0.1,0.1,2.8,5.3,1.2,1.7,2.9,2.2,0.7,0,0.5,6.6,196,5.9,13.4,1.7,8,7.6,0.574
1985,Dudley Bradley,SG,27,WSB,4,0,10.3,1.3,2.3,0.3,1.3,1,1,0.5,1,1.5,1.5,0.5,0,1.3,3.5,41,5.2,11.8,2.4,31.7,8.3,0.651
1985,Quintin Dailey,SG,24,CHI,4,0,32.3,6.5,15.5,0.3,1.8,6.3,13.8,1.3,2,3.3,2.8,1,0,1.3,15.3,129,4.5,12.2,1.5,7,6.3,0.456
1985,Jim Paxson,SG,27,POR,9,0,23.6,5.2,11.2,0.3,1.1,4.9,10.1,0.7,1.6,2.2,2.3,0.7,0,0.6,12.9,212,2.9,15,1.3,4.3,5.1,0.52
2022,Bryn Forbes,SG,28,DEN,5,0,15.2,1.2,3,0.8,2.2,0.4,0.8,0.2,0.4,0.6,1.4,0.2,0,0.4,4,76,1.6,7.8,0.7,10.4,2.4,0.581
2022,Bones Hyland,SG,21,DEN,5,0,17.4,2.6,7.2,1.6,4.6,1,2.6,0.2,1.8,2,3.2,0.2,0,1.2,9.2,87,1.4,13.6,0.6,12.5,7.1,0.546
2022,George Hill,PG,35,MIL,5,0,15.2,0.2,1,0.2,0.4,0,0.6,0.2,1,1.2,0.6,0,0,0.2,1,76,1.4,0.5,0,14.5,4,0.425
2021,Mike James,PG,30,BRK,9,0,11.4,1.6,4.8,0.6,1.8,1,3,0.2,1.6,1.8,1.3,0.2,0,0.3,3.7,103,2.2,6.2,1,6.5,8.6,0.384
2021,Tyus Jones,PG,24,MEM,5,0,9.4,1.2,3.4,0.2,0.8,1,2.6,0.2,1.2,1.4,1.2,0.2,0,0,3,47,2.2,10.4,1,0,8.2,0.419
2021,Zeke Nnaji,PF,20,DEN,5,0,3.6,0.8,1.6,0.6,1.4,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0,0,2.4,18,5.8,25.7,2.8,0,6.3,0.676
2020,Troy Daniels,SG,28,DEN,6,0,5,1,2,0.5,1,0.5,1,0.2,0.3,0.5,0.3,0,0,0,2.7,30,4,17.7,0,0,6,0.621
2020,Rodney McGruder,SG,28,LAC,5,0,3.2,0.6,1,0.4,0.6,0.2,0.4,0.2,0.6,0.8,0.4,0,0,0,1.6,16,6.9,25.8,0,0,13.9,0.8
2020,Ben McLemore,SF,26,HOU,11,0,11.8,1.4,3.6,1.3,3.3,0.1,0.4,0.2,0.8,1,0.5,0.4,0,0.3,4,130,1.6,9,1.5,7,4.7,0.55
2020,Semi Ojeleye,PF,25,BOS,13,0,9.4,0.5,2.2,0.4,1.8,0.2,0.4,0.2,0.8,0.9,0.1,0.2,0,0.1,1.6,122,1.9,1.6,1.2,3.3,5.5,0.364
2019,Norman Powell,SG,25,TOR,23,0,15.9,2.4,5.5,1,2.7,1.4,2.8,0.2,2,2.2,1.1,0.4,0,0.5,6.5,366,1.5,12.2,1.2,8.2,7.7,0.558
2019,Patrick McCaw,SG,23,TOR,11,0,4.4,0.1,0.5,0.1,0.3,0,0.2,0.2,0.1,0.3,0.4,0.2,0,0.1,0.5,48,4.6,5.7,2.1,14.5,3.5,0.425
2019,Semi Ojeleye,PF,24,BOS,6,0,5.7,0.7,1.5,0.5,0.8,0.2,0.7,0.2,0.2,0.3,0.3,0,0,0.2,2.2,34,3.1,9.9,0,9.2,3,0.658
2018,Matthew Dellavedova,PG,27,MIL,6,0,13,0.7,2,0.3,1.5,0.3,0.5,0.2,0.7,0.8,2.7,0.3,0,1,2,78,1.6,6.8,1.3,31.8,3.8,0.466
2018,Dāvis Bertāns,PF,25,SAS,5,0,16.4,0.6,3.6,0.6,3.2,0,0.4,0.2,2,2.2,1.2,0.4,0,0.2,3.4,82,1.3,4.1,1.3,4.2,7.6,0.372
2018,Jamal Crawford,SG,37,MIN,5,0,24.6,4.2,9.4,1.4,3.4,2.8,6,0.2,2.4,2.6,2.4,1,0,1,11.8,123,0.9,15.6,2.1,8.7,5.7,0.56
2018,Derrick Rose,PG,29,MIN,5,0,23.8,5.8,11.4,1.4,2,4.4,9.4,0.2,1.6,1.8,2.6,0.4,0,1.6,14.2,119,0.9,16.6,0.8,11.8,4.1,0.591
2018,Darius Miller,SF,27,NOP,9,0,18,1.6,3.8,1,2.7,0.6,1.1,0.2,2,2.2,1.2,0.6,0,0.7,4.8,162,1.3,8.6,1.4,14.1,6.4,0.587
2018,Patrick Patterson,PF,28,OKC,6,0,9.7,0.5,1,0.3,0.7,0.2,0.3,0.2,1.7,1.8,0.5,0.2,0,0.5,1.3,58,1.8,4.4,0.8,33.3,10,0.667
2017,Mike Dunleavy,SF,36,ATL,6,0,8.8,0.5,1.2,0.3,0.8,0.2,0.3,0.2,0.7,0.8,0.3,0.2,0,1,2,53,2.1,3.5,0.9,40.7,5.3,0.685
2017,Matthew Dellavedova,PG,26,MIL,6,0,26.5,2.7,6.8,1,2.7,1.7,4.2,0.2,1.8,2,2,0.2,0,1.2,7.7,159,0.7,6.9,0.3,13.4,4.5,0.507
2017,Troy Daniels,SG,25,MEM,6,0,11.3,0.5,1.5,0.5,1.5,0,0,0.2,0.7,0.8,0.3,0.3,0,0.3,1.5,68,1.9,4.7,1.6,18.2,4.8,0.5
2016,Devin Harris,PG,32,DAL,5,0,24.2,3,6,0.8,2.6,2.2,3.4,0.2,2.6,2.8,1.6,0.6,0,0.6,7.8,121,0.9,10.4,1.3,8,6.8,0.567
2016,Kyle Singler,SF,27,OKC,6,0,8.5,0.5,1.5,0.3,0.7,0.2,0.8,0.2,1,1.2,0,0.2,0,0,1.3,51,2.2,3.6,1,0,7.7,0.405
2015,Shelvin Mack,PG,24,ATL,10,0,9.9,1.5,3.9,0.6,2.1,0.9,1.8,0.2,0.9,1.1,1,0.8,0,0.2,3.9,99,2.2,14.7,4.1,4.6,5.9,0.468
2014,Marco Belinelli,SF,27,SAS,23,0,15.5,1.9,4.3,0.7,1.7,1.2,2.7,0.2,2.1,2.3,0.8,0.1,0,0.5,5.4,356,1.4,11,0.4,9.9,8.6,0.575
2014,Steve Blake,PG,33,GSW,6,0,7.5,0.7,2,0.5,1.7,0.2,0.3,0.2,0.5,0.7,0.3,0,0,0.3,1.8,45,2.5,3.1,0,13.9,5.1,0.442
2014,Andre Miller,SG,37,WAS,11,0,9.8,1.7,3.7,0.1,0.3,1.6,3.5,0.2,0.8,1,0.8,0.3,0,0.7,4,108,2.1,9.5,1.5,15.1,5.9,0.489
2013,Quentin Richardson,SF,32,NYK,5,0,2.8,0.4,1.2,0.4,1,0,0.2,0.2,0.4,0.6,0,0,0,0,1.2,14,7.9,12.6,0,0,12.7,0.5
2013,Steve Novak,SF,29,NYK,9,0,5.6,0.8,1.4,0.4,1,0.3,0.4,0.2,0.2,0.4,0,0.1,0,0,2,50,4.4,15.1,1.1,0,4.7,0.692
2012,Willie Green,SG,30,ATL,5,0,12.6,1.2,2.6,0.2,0.8,1,1.8,0.2,1.4,1.6,0.6,0,0,0.4,2.6,63,1.8,5.7,0,13.3,7.4,0.5
2012,Lou Williams,PG,25,PHI,13,0,27.5,3.8,10.9,0.6,3.7,3.2,7.2,0.2,1.8,2.1,3,1,0,1.2,11.5,358,0.9,12.8,2,8.8,4.2,0.452
